id,carat,cut,cut_ord,color,clarity,clarity_ord,price,retail_price,company_price,,Linear Regression model - provides an equation to use to predict the prices.,
36573,0.31,Premium,4,G,VS1,4,625,-212.57,-63.771,,,
36574,0.31,Ideal,5,D,SI2,2,593,-962.47,-288.741,,,
36575,0.3,Ideal,5,H,VVS2,6,776,769.4,230.82,,,
36576,1.04,Fair,1,G,VS1,4,5633,5454.62,1636.386,,,
36577,0.31,Ideal,5,E,VVS2,6,766,853.53,256.059,,,
36578,0.35,Ideal,5,H,IF,8,1103,2098.05,629.415,,,
36579,1.09,Premium,4,H,SI1,3,5219,5895.57,1768.671,,,
36580,0.71,Very Good,3,H,SI1,3,2076,2540.53,762.159,,,
36581,0.51,Ideal,5,D,SI1,3,1431,1174.13,352.239,,,
36582,0.52,Ideal,5,G,VVS2,6,1878,2620.26,786.078,,,
36583,0.33,Premium,4,I,VS1,4,521,-44.31,-13.293,,,
36584,1,Good,2,G,SI2,2,3860,4368.2,1310.46,,,
36585,1.23,Ideal,5,J,SI1,3,4959,7231.49,2169.447,,,
36586,0.52,Premium,4,F,SI1,3,1338,1100.16,330.048,,,
36587,0.23,Very Good,3,E,VVS1,7,478,318.29,95.487,,,
36588,1.09,Good,2,H,VVS2,6,6651,6941.37,2082.411,,,
36589,0.51,Good,2,G,VVS1,7,2027,2515.83,754.749,,,
36590,0.43,Very Good,3,F,SI2,2,679,-269.11,-80.733,,,
36591,0.44,Ideal,5,D,VS1,4,1235,1039.22,311.766,,,
36592,1,Premium,4,E,SI2,2,4620,4684.4,1405.32,,,
36593,1.03,Very Good,3,H,VS2,5,5266,6140.69,1842.207,,,
36594,0.4,Ideal,5,G,VS2,5,807,1156.7,347.01,,,
36595,0.42,Ideal,5,G,VVS1,7,1179,2232.96,669.888,,,
36596,1.51,Premium,4,D,SI2,2,8311,8975.03,2692.509,,,
36597,0.54,Ideal,5,H,VS2,5,1389,2334.52,700.356,,,
36598,0.39,Ideal,5,E,VS2,5,796,1072.57,321.771,,,
36599,0.61,Ideal,5,J,VS1,4,1569,2469.43,740.829,,,
36600,1.2,Very Good,3,I,SI1,3,5257,6662.9,1998.87,,,
36601,0.31,Premium,4,F,VS2,5,802,241.43,72.429,,,
36602,0.93,Ideal,5,E,SI1,3,4179,4707.59,1412.277,,,
36603,0.31,Good,2,E,SI1,3,544,-982.77,-294.831,,,
36604,0.72,Ideal,5,G,VS1,4,3478,3394.86,1018.458,,,
36605,0.72,Very Good,3,D,SI1,3,3102,2624.66,787.398,,,
36606,1,Good,2,E,SI2,2,4394,4368.2,1310.46,,,
36607,0.5,Premium,4,D,VS1,4,1807,1385.9,415.77,,,
36608,0.52,Ideal,5,I,VS2,5,1152,2166.26,649.878,,,
36609,0.47,Premium,4,H,VS1,4,1143,1133.51,340.053,,,
36610,0.71,Very Good,3,D,VS1,4,3332,2994.53,898.359,,,
36611,0.4,Ideal,5,I,IF,8,982,2518.7,755.61,,,
36612,2.63,Premium,4,J,I1,1,10628,17943.59,5383.077,,,
36613,1.51,Premium,4,I,SI2,2,5682,8975.03,2692.509,,,
36614,0.9,Very Good,3,D,SI1,3,4068,4139,1241.7,,,
36615,1.81,Premium,4,E,SI2,2,13561,11498.93,3449.679,,,
36616,0.71,Ideal,5,I,VS1,4,2965,3310.73,993.219,,,
36617,0.66,Premium,4,F,VS1,4,2368,2731.98,819.594,,,
36618,0.9,Ideal,5,H,VS2,5,4403,5363.2,1608.96,,,
36619,0.32,Very Good,3,F,SI1,3,684,-740.54,-222.162,,,
36620,0.41,Good,2,E,SI1,3,755,-141.47,-42.441,,,
36621,1.01,Ideal,5,G,VS1,4,6672,5834.63,1750.389,,,
36622,0.36,Ideal,5,E,VS2,5,1013,820.18,246.054,,,
36623,0.7,Ideal,5,E,VVS2,6,3585,4134.6,1240.38,,,
36624,0.72,Premium,4,D,VS2,5,3045,3690.76,1107.228,,,
36625,2,Ideal,5,I,SI1,3,15218,13709.5,4112.85,,,
36626,0.5,Very Good,3,F,SI2,2,997,319.8,95.94,,,
36627,0.33,Premium,4,I,IF,8,891,1771.69,531.507,,,
36628,1.26,Ideal,5,F,SI1,3,6922,7483.88,2245.164,,,
36629,1.5,Premium,4,E,SI2,2,8064,8890.9,2667.27,,,
36630,0.41,Very Good,3,G,VS1,4,899,470.63,141.189,,,
36631,1.01,Premium,4,E,VVS1,7,10888,7038.53,2111.559,,,
36632,0.32,Ideal,5,F,VS2,5,707,483.66,145.098,,,
36633,0.56,Ideal,5,G,VS1,4,1837,2048.78,614.634,,,
36634,0.32,Ideal,5,G,VS2,5,720,483.66,145.098,,,
36635,1,Very Good,3,H,VS1,4,4732,5434.3,1630.29,,,
36636,0.8,Premium,4,G,SI2,2,2429,3001.8,900.54,,,
36637,0.39,Ideal,5,F,VVS2,6,1031,1526.57,457.971,,,
36638,0.36,Premium,4,E,VS2,5,878,662.08,198.624,,,
36639,0.41,Ideal,5,D,VVS2,6,1181,1694.83,508.449,,,
36640,0.87,Ideal,5,D,SI2,2,4012,3748.81,1124.643,,,
36641,2.02,Premium,4,J,VS2,5,14330,14627.66,4388.298,,,
36642,1.5,Ideal,5,G,VS2,5,12468,10411,3123.3,,,
36643,0.9,Very Good,3,F,VS1,4,5242,4593,1377.9,,,
36644,0.4,Good,2,E,SI1,3,687,-225.6,-67.68,,,
36645,0.3,Good,2,G,VS1,4,605,-612.9,-183.87,,,
36646,0.92,Premium,4,F,SI2,2,3787,4011.36,1203.408,,,
36647,1.29,Good,2,F,SI1,3,7828,7261.97,2178.591,,,
36648,0.23,Very Good,3,E,VVS2,6,505,-135.71,-40.713,,,
36649,0.31,Ideal,5,D,VS2,5,942,399.53,119.859,,,
36650,0.3,Fair,1,E,VS1,4,640,-771,-231.3,,,
36651,0.5,Very Good,3,E,VS2,5,1629,1681.8,504.54,,,
36652,0.58,Ideal,5,E,VVS2,6,2529,3125.04,937.512,,,
36653,0.38,Ideal,5,J,VS2,5,532,988.44,296.532,,,
36654,0.9,Good,2,I,VS1,4,3644,4434.9,1330.47,,,
36655,0.9,Good,2,E,SI1,3,3625,3980.9,1194.27,,,
36656,0.31,Ideal,5,D,SI1,3,732,-508.47,-152.541,,,
36657,0.71,Ideal,5,I,SI2,2,1947,2402.73,720.819,,,
36658,0.56,Ideal,5,E,VS2,5,1699,2502.78,750.834,,,
36659,0.33,Good,2,F,SI1,3,536,-814.51,-244.353,,,
36660,0.28,Very Good,3,F,VS1,4,487,-623.06,-186.918,,,
36661,1.35,Ideal,5,G,VS1,4,10244,8695.05,2608.515,,,
36662,1.01,Ideal,5,D,VVS2,6,10797,6742.63,2022.789,,,
36663,0.3,Good,2,G,VS1,4,776,-612.9,-183.87,,,
36664,0.9,Good,2,H,VS2,5,3989,4888.9,1466.67,,,
36665,1.04,Ideal,5,F,VVS2,6,9005,6995.02,2098.506,,,
36666,0.71,Premium,4,F,SI2,2,2363,2244.63,673.389,,,
36667,0.71,Good,2,H,SI1,3,2096,2382.43,714.729,,,
36668,1.28,Ideal,5,G,VS1,4,10126,8106.14,2431.842,,,
36669,0.7,Fair,1,G,I1,1,1069,1232.2,369.66,,,
36670,0.73,Good,2,F,SI2,2,2191,2096.69,629.007,,,
36671,0.38,Premium,4,F,VVS1,7,1257,1738.34,521.502,,,
36672,1.11,Premium,4,H,VS2,5,5550,6971.83,2091.549,,,
36673,0.55,Ideal,5,G,VVS2,6,1916,2872.65,861.795,,,
36674,1.04,Premium,4,D,SI2,2,4330,5020.92,1506.276,,,
36675,0.5,Ideal,5,G,VVS2,6,1838,2452,735.6,,,
36676,1.54,Premium,4,G,VVS2,6,15983,11043.42,3313.026,,,
36677,0.3,Ideal,5,E,SI1,3,640,-592.6,-177.78,,,
36678,1.52,Premium,4,E,VS1,4,16187,9967.16,2990.148,,,
36679,0.72,Ideal,5,H,VVS1,7,3708,4756.86,1427.058,,,
36680,1.04,Ideal,5,G,VS1,4,6632,6087.02,1826.106,,,
36681,1.51,Ideal,5,D,SI1,3,12688,9587.13,2876.139,,,
36682,0.72,Very Good,3,I,VS2,5,2326,3532.66,1059.798,,,
36683,1.5,Premium,4,H,VS1,4,11007,9798.9,2939.67,,,
36684,0.3,Ideal,5,H,VVS2,6,590,769.4,230.82,,,
36685,0.4,Premium,4,F,VS1,4,1050,544.6,163.38,,,
36686,0.41,Ideal,5,E,VVS2,6,1243,1694.83,508.449,,,
36687,1.1,Very Good,3,H,SI1,3,4276,5821.6,1746.48,,,
36688,1.11,Premium,4,E,SI2,2,4177,5609.83,1682.949,,,
36689,1.56,Premium,4,G,VS2,5,13178,10757.68,3227.304,,,
36690,0.7,Good,2,E,VS2,5,2394,3206.3,961.89,,,
36691,0.71,Very Good,3,F,SI1,3,2436,2540.53,762.159,,,
36692,0.85,Very Good,3,E,SI2,2,2966,3264.35,979.305,,,
36693,0.24,Very Good,3,E,VS2,5,367,-505.58,-151.674,,,
36694,0.3,Ideal,5,E,VS1,4,735,-138.6,-41.58,,,
36695,1.55,Ideal,5,I,VVS1,7,11869,11739.65,3521.895,,,
36696,1.14,Ideal,5,H,SI1,3,5146,6474.32,1942.296,,,
36697,0.81,Ideal,5,F,SI2,2,2761,3244.03,973.209,,,
36698,1.51,Premium,4,J,VVS2,6,8770,10791.03,3237.309,,,
36699,0.58,Ideal,5,E,SI1,3,1742,1763.04,528.912,,,
36700,0.44,Ideal,5,G,IF,8,1378,2855.22,856.566,,,
36701,0.73,Ideal,5,G,VVS2,6,2869,4386.99,1316.097,,,
36702,0.43,Ideal,5,H,VVS1,7,1298,2317.09,695.127,,,
36703,0.71,Premium,4,E,SI1,3,2516,2698.63,809.589,,,
36704,0.43,Ideal,5,F,SI1,3,760,501.09,150.327,,,
36705,0.96,Premium,4,E,SI1,3,4864,4801.88,1440.564,,,
36706,0.32,Ideal,5,G,VVS1,7,779,1391.66,417.498,,,
36707,1.99,Fair,1,H,VS2,5,17713,13900.97,4170.291,,,
36708,1,Very Good,3,E,SI1,3,5174,4980.3,1494.09,,,
36709,0.35,Ideal,5,E,VVS1,7,1195,1644.05,493.215,,,
36710,0.56,Ideal,5,I,VVS1,7,1580,3410.78,1023.234,,,
36711,0.32,Ideal,5,H,VVS1,7,905,1391.66,417.498,,,
36712,1,Very Good,3,E,SI2,2,4576,4526.3,1357.89,,,
36713,0.77,Premium,4,E,VS1,4,3260,3657.41,1097.223,,,
36714,0.54,Ideal,5,G,SI2,2,1133,972.52,291.756,,,
36715,0.31,Ideal,5,G,VS1,4,596,-54.47,-16.341,,,
36716,0.47,Ideal,5,H,VS2,5,1006,1745.61,523.683,,,
36717,0.35,Ideal,5,F,VS2,5,706,736.05,220.815,,,
36718,1.06,Premium,4,G,SI1,3,5043,5643.18,1692.954,,,
36719,0.9,Very Good,3,F,SI2,2,3519,3685,1105.5,,,
36720,0.43,Ideal,5,J,VS1,4,679,955.09,286.527,,,
36721,0.3,Ideal,5,E,VS2,5,844,315.4,94.62,,,
36722,0.71,Ideal,5,I,VS2,5,2233,3764.73,1129.419,,,
36723,0.44,Ideal,5,G,IF,8,1348,2855.22,856.566,,,
36724,0.41,Premium,4,F,VVS2,6,1115,1536.73,461.019,,,
36725,1.01,Good,2,F,SI2,2,4197,4452.33,1335.699,,,
36726,0.46,Premium,4,G,VS1,4,1087,1049.38,314.814,,,
36727,0.31,Premium,4,G,VVS1,7,1046,1149.43,344.829,,,
36728,0.41,Premium,4,G,VS2,5,1061,1082.73,324.819,,,
36729,1,Premium,4,E,SI1,3,5445,5138.4,1541.52,,,
36730,1.01,Premium,4,F,VS2,5,6416,6130.53,1839.159,,,
36731,0.97,Premium,4,G,SI2,2,4101,4432.01,1329.603,,,
36732,0.74,Premium,4,E,SI2,2,2447,2497.02,749.106,,,
36733,0.3,Very Good,3,J,VS1,4,506,-454.8,-136.44,,,
36734,1.01,Good,2,D,VVS2,6,8943,6268.33,1880.499,,,
36735,0.32,Very Good,3,H,VS2,5,648,167.46,50.238,,,
36736,0.77,Premium,4,G,VS2,5,2803,4111.41,1233.423,,,
36737,3.01,Fair,1,I,SI2,2,18242,21120.23,6336.069,,,
36738,0.7,Very Good,3,H,SI1,3,2214,2456.4,736.92,,,
36739,1,Good,2,G,VVS2,6,6748,6184.2,1855.26,,,
36740,1.31,Very Good,3,I,VS1,4,6885,8042.33,2412.699,,,
36741,0.9,Very Good,3,H,VS2,5,4588,5047,1514.1,,,
36742,0.33,Ideal,5,E,VS2,5,928,567.79,170.337,,,
36743,1.06,Very Good,3,G,SI1,3,5435,5485.08,1645.524,,,
36744,0.31,Ideal,5,E,VVS2,6,1046,853.53,256.059,,,
36745,1.02,Ideal,5,G,SI1,3,5426,5464.76,1639.428,,,
36746,0.41,Ideal,5,J,VS2,5,637,1240.83,372.249,,,
36747,0.33,Very Good,3,J,VS1,4,434,-202.41,-60.723,,,
36748,0.28,Ideal,5,H,VS2,5,467,147.14,44.142,,,
36749,0.8,Ideal,5,F,SI2,2,2495,3159.9,947.97,,,
36750,0.5,Very Good,3,D,SI1,3,1454,773.8,232.14,,,
36751,0.52,Premium,4,G,SI2,2,1001,646.16,193.848,,,
36752,0.34,Ideal,5,F,VS1,4,745,197.92,59.376,,,
36753,0.3,Very Good,3,G,IF,8,956,1361.2,408.36,,,
36754,0.54,Ideal,5,F,VVS1,7,2356,3242.52,972.756,,,
36755,1.11,Good,2,E,VS2,5,7480,6655.63,1996.689,,,
36756,0.54,Premium,4,G,VS1,4,1847,1722.42,516.726,,,
36757,0.37,Ideal,5,G,VS2,5,682,904.31,271.293,,,
36758,2.11,Premium,4,H,SI2,2,12633,14022.83,4206.849,,,
36759,0.63,Ideal,5,D,VS1,4,2440,2637.69,791.307,,,
36760,0.23,Premium,4,H,VVS2,6,500,22.39,6.717,,,
36761,0.32,Good,2,H,SI1,3,461,-898.64,-269.592,,,
36762,0.31,Ideal,5,E,VS1,4,664,-54.47,-16.341,,,
36763,0.7,Good,2,H,I1,1,1255,1390.3,417.09,,,
36764,2.56,Premium,4,J,SI1,3,17186,18262.68,5478.804,,,
36765,0.7,Ideal,5,F,VS2,5,3011,3680.6,1104.18,,,
36766,0.26,Good,2,E,VVS1,7,554,412.58,123.774,,,
36767,1.02,Good,2,D,SI1,3,5198,4990.46,1497.138,,,
36768,1.01,Very Good,3,F,VVS1,7,9810,6880.43,2064.129,,,
36769,0.59,Ideal,5,G,VVS2,6,2125,3209.17,962.751,,,
36770,0.71,Ideal,5,E,SI1,3,3527,2856.73,857.019,,,
36771,0.33,Premium,4,G,VS1,4,854,-44.31,-13.293,,,
36772,0.33,Ideal,5,F,VS1,4,738,113.79,34.137,,,
36773,1.31,Premium,4,G,SI1,3,7358,7746.43,2323.929,,,
36774,0.33,Ideal,5,G,VVS2,6,752,1021.79,306.537,,,
36775,0.32,Ideal,5,G,IF,8,918,1845.66,553.698,,,
36776,0.59,Ideal,5,D,SI2,2,1425,1393.17,417.951,,,
36777,2.23,Premium,4,I,VS2,5,18149,16394.39,4918.317,,,
36778,0.41,Ideal,5,H,SI1,3,763,332.83,99.849,,,
36779,0.5,Very Good,3,D,VS2,5,1627,1681.8,504.54,,,
36780,1.14,Ideal,5,G,VS2,5,7371,7382.32,2214.696,,,
36781,2.03,Premium,4,H,SI2,2,10879,13349.79,4004.937,,,
36782,0.29,Ideal,5,E,VS2,5,619,231.27,69.381,,,
36783,0.3,Ideal,5,D,VS1,4,651,-138.6,-41.58,,,
36784,1.25,Very Good,3,H,SI2,2,5362,6629.55,1988.865,,,
36785,1.5,Good,2,G,VS1,4,10036,9482.7,2844.81,,,
36786,0.51,Premium,4,G,VS2,5,1438,1924.03,577.209,,,
36787,0.7,Very Good,3,I,VS1,4,2411,2910.4,873.12,,,
36788,0.7,Premium,4,F,VS2,5,2648,3522.5,1056.75,,,
36789,1.13,Ideal,5,H,SI2,2,3670,5936.19,1780.857,,,
36790,0.28,Ideal,5,E,VVS2,6,828,601.14,180.342,,,
36791,0.58,Good,2,G,SI1,3,1388,1288.74,386.622,,,
36792,0.32,Premium,4,G,VS2,5,561,325.56,97.668,,,
36793,0.92,Ideal,5,H,VS2,5,4639,5531.46,1659.438,,,
36794,0.72,Fair,1,D,VS2,5,2414,3216.46,964.938,,,
36795,1.5,Good,2,E,SI1,3,11948,9028.7,2708.61,,,
36796,0.7,Fair,1,J,VVS1,7,1691,3956.2,1186.86,,,
36797,1.04,Premium,4,E,SI2,2,3392,5020.92,1506.276,,,
36798,1.51,Premium,4,E,SI1,3,12319,9429.03,2828.709,,,
36799,1.02,Ideal,5,G,VS1,4,7324,5918.76,1775.628,,,
36800,1.53,Ideal,5,E,SI2,2,10698,9301.39,2790.417,,,
36801,1,Very Good,3,D,VS2,5,8138,5888.3,1766.49,,,
36802,1.32,Ideal,5,F,SI1,3,7079,7988.66,2396.598,,,
36803,0.39,Ideal,5,G,VS2,5,745,1072.57,321.771,,,
36804,1.64,Ideal,5,F,SI1,3,13289,10680.82,3204.246,,,
36805,0.33,Ideal,5,H,VVS1,7,698,1475.79,442.737,,,
36806,1.51,Very Good,3,E,VS2,5,14889,10178.93,3053.679,,,
36807,0.54,Very Good,3,E,VS2,5,1726,2018.32,605.496,,,
36808,0.7,Very Good,3,E,VS2,5,2755,3364.4,1009.32,,,
36809,0.41,Premium,4,E,VS1,4,1079,628.73,188.619,,,
36810,0.7,Ideal,5,F,VS1,4,2993,3226.6,967.98,,,
36811,0.31,Ideal,5,G,VVS1,7,1046,1307.53,392.259,,,
36812,1.06,Ideal,5,I,VS1,4,5651,6255.28,1876.584,,,
36813,1,Good,2,H,SI1,3,4389,4822.2,1446.66,,,
36814,1.25,Ideal,5,G,IF,8,11705,9669.75,2900.925,,,
36815,0.57,Ideal,5,F,SI2,2,1432,1224.91,367.473,,,
36816,1,Good,2,D,SI1,3,6328,4822.2,1446.66,,,
36817,0.29,Ideal,5,F,VS1,4,555,-222.73,-66.819,,,
36818,0.71,Premium,4,E,VS2,5,2817,3606.63,1081.989,,,
36819,0.32,Ideal,5,E,VS2,5,702,483.66,145.098,,,
36820,0.55,Ideal,5,H,VVS2,6,1806,2872.65,861.795,,,
36821,1.01,Good,2,D,SI2,2,3959,4452.33,1335.699,,,
36822,0.38,Premium,4,J,SI1,3,658,-77.66,-23.298,,,
36823,0.31,Very Good,3,G,SI1,3,593,-824.67,-247.401,,,
36824,0.41,Ideal,5,G,IF,8,1431,2602.83,780.849,,,
36825,0.55,Very Good,3,E,SI1,3,1587,1194.45,358.335,,,
36826,0.24,Ideal,5,D,VVS2,6,526,264.62,79.386,,,
36827,0.51,Ideal,5,G,SI2,2,1091,720.13,216.039,,,
36828,0.7,Fair,1,G,VVS2,6,2710,3502.2,1050.66,,,
36829,0.73,Premium,4,E,VS2,5,2812,3774.89,1132.467,,,
36830,0.42,Ideal,5,F,SI1,3,773,416.96,125.088,,,
36831,0.5,Ideal,5,G,VVS2,6,1935,2452,735.6,,,
36832,1.07,Ideal,5,E,VS2,5,7240,6793.41,2038.023,,,
36833,1.53,Very Good,3,I,SI1,3,8242,9439.19,2831.757,,,
36834,0.51,Good,2,G,VVS1,7,1925,2515.83,754.749,,,
36835,0.94,Premium,4,E,SI2,2,3825,4179.62,1253.886,,,
36836,0.61,Very Good,3,E,VS1,4,2025,2153.23,645.969,,,
36837,1.03,Good,2,F,VS2,5,6662,5982.59,1794.777,,,
36838,0.53,Ideal,5,G,VVS2,6,1914,2704.39,811.317,,,
36839,0.35,Very Good,3,G,VS1,4,706,-34.15,-10.245,,,
36840,0.73,Ideal,5,E,VS2,5,3198,3932.99,1179.897,,,
36841,0.31,Ideal,5,D,VS2,5,734,399.53,119.859,,,
36842,1.13,Premium,4,H,SI1,3,5410,6232.09,1869.627,,,
36843,1.01,Very Good,3,G,VS2,5,6449,5972.43,1791.729,,,
36844,0.51,Ideal,5,F,VS2,5,1687,2082.13,624.639,,,
36845,0.38,Premium,4,G,VS1,4,1069,376.34,112.902,,,
36846,0.38,Premium,4,I,VS1,4,898,376.34,112.902,,,
36847,0.3,Very Good,3,D,VS2,5,568,-0.8,-0.24,,,
36848,1.05,Very Good,3,H,SI2,2,4158,4946.95,1484.085,,,
36849,0.78,Ideal,5,G,VS1,4,3736,3899.64,1169.892,,,
36850,0.73,Very Good,3,G,VS2,5,2966,3616.79,1085.037,,,
36851,1.66,Very Good,3,H,SI1,3,10134,10532.88,3159.864,,,
36852,0.5,Premium,4,D,SI1,3,1654,931.9,279.57,,,
36853,0.31,Good,2,F,VS2,5,583,-74.77,-22.431,,,
36854,1.21,Good,2,F,VS2,5,7911,7496.93,2249.079,,,
36855,0.9,Good,2,H,SI2,2,3627,3526.9,1058.07,,,
36856,0.32,Premium,4,F,VS2,5,828,325.56,97.668,,,
36857,0.91,Very Good,3,H,VS2,5,3924,5131.13,1539.339,,,
36858,0.59,Very Good,3,D,VVS1,7,3234,3346.97,1004.091,,,
36859,0.32,Premium,4,F,SI1,3,533,-582.44,-174.732,,,
36860,0.42,Ideal,5,G,VS1,4,921,870.96,261.288,,,
36861,1.07,Ideal,5,G,SI2,2,3595,5431.41,1629.423,,,
36862,0.9,Very Good,3,H,VS2,5,3989,5047,1514.1,,,
36863,1.03,Fair,1,G,SI2,2,3765,4462.49,1338.747,,,
36864,0.55,Ideal,5,I,VVS1,7,1593,3326.65,997.995,,,
36865,0.7,Fair,1,F,I1,1,1158,1232.2,369.66,,,
36866,0.71,Very Good,3,F,VS2,5,2662,3448.53,1034.559,,,
36867,0.35,Premium,4,E,SI1,3,788,-330.05,-99.015,,,
36868,0.34,Very Good,3,F,VVS1,7,939,1243.72,373.116,,,
36869,1.17,Premium,4,H,VS2,5,6163,7476.61,2242.983,,,
36870,1.12,Premium,4,H,SI1,3,5291,6147.96,1844.388,,,
36871,0.52,Premium,4,E,SI1,3,1624,1100.16,330.048,,,
36872,0.9,Good,2,D,SI2,2,4382,3526.9,1058.07,,,
36873,0.31,Ideal,5,G,IF,8,988,1761.53,528.459,,,
36874,0.72,Ideal,5,F,VS1,4,3759,3394.86,1018.458,,,
36875,1.26,Very Good,3,G,SI2,2,6001,6713.68,2014.104,,,
36876,0.71,Ideal,5,G,SI1,3,2650,2856.73,857.019,,,
36877,0.3,Very Good,3,H,VVS2,6,581,453.2,135.96,,,
36878,1.18,Ideal,5,G,VVS2,6,9252,8172.84,2451.852,,,
36879,0.44,Ideal,5,F,VVS1,7,1260,2401.22,720.366,,,
36880,0.3,Ideal,5,H,IF,8,764,1677.4,503.22,,,
36881,0.31,Premium,4,G,SI2,2,523,-1120.57,-336.171,,,
36882,0.79,Good,2,G,SI1,3,2726,3055.47,916.641,,,
36883,2.01,Good,2,H,SI2,2,13849,12865.33,3859.599,,,
36884,1.2,Premium,4,J,SI1,3,4717,6821,2046.3,,,
36885,1.2,Ideal,5,H,SI1,3,6742,6979.1,2093.73,,,
36886,0.33,Very Good,3,G,VVS2,6,752,705.59,211.677,,,
36887,1.11,Ideal,5,I,SI2,2,4428,5767.93,1730.379,,,
36888,1.73,Fair,1,H,SI2,2,6007,10351.59,3105.477,,,
36889,1.27,Ideal,5,I,I1,1,3328,6660.01,1998.003,,,
36890,0.55,Ideal,5,E,VS1,4,2079,1964.65,589.395,,,
36891,0.3,Ideal,5,E,VS2,5,844,315.4,94.62,,,
36892,1.12,Premium,4,H,I1,1,2854,5239.96,1571.988,,,
36893,0.54,Ideal,5,E,VVS2,6,2776,2788.52,836.556,,,
36894,1.3,Very Good,3,I,VS1,4,7333,7958.2,2387.46,,,
36895,0.38,Very Good,3,G,VS1,4,693,218.24,65.472,,,
36896,1.27,Ideal,5,G,VS1,4,9262,8022.01,2406.603,,,
36897,0.3,Ideal,5,D,SI1,3,508,-592.6,-177.78,,,
36898,1,Fair,1,J,VS1,4,3080,5118.1,1535.43,,,
36899,1.32,Very Good,3,J,VS2,5,6079,8580.46,2574.138,,,
36900,0.71,Premium,4,F,SI1,3,2633,2698.63,809.589,,,
36901,1.01,Premium,4,H,SI2,2,3959,4768.53,1430.559,,,
36902,0.57,Premium,4,G,VS2,5,1728,2428.81,728.643,,,
36903,0.71,Premium,4,G,VS2,5,2766,3606.63,1081.989,,,
36904,0.64,Ideal,5,H,VVS1,7,2308,4083.82,1225.146,,,
36905,1.61,Premium,4,D,SI2,2,10278,9816.33,2944.899,,,
36906,1.04,Good,2,F,VS1,4,7399,5612.72,1683.816,,,
36907,1.7,Ideal,5,G,VS2,5,15756,12093.6,3628.08,,,
36908,0.3,Ideal,5,E,VS2,5,658,315.4,94.62,,,
36909,0.39,Premium,4,D,VS2,5,1024,914.47,274.341,,,
36910,0.33,Ideal,5,F,VVS1,7,939,1475.79,442.737,,,
36911,0.61,Ideal,5,G,VS1,4,2166,2469.43,740.829,,,
36912,0.4,Very Good,3,E,SI1,3,687,-67.5,-20.25,,,
36913,1.5,Ideal,5,H,VS1,4,8891,9957,2987.1,,,
36914,0.5,Premium,4,E,SI1,3,1415,931.9,279.57,,,
36915,1.56,Ideal,5,H,SI1,3,10536,10007.78,3002.334,,,
36916,0.32,Ideal,5,H,VS1,4,580,29.66,8.898,,,
36917,1,Premium,4,D,VS1,4,8333,5592.4,1677.72,,,
36918,0.33,Ideal,5,H,IF,8,959,1929.79,578.937,,,
36919,1.02,Premium,4,D,VVS2,6,10773,6668.66,2000.598,,,
36920,1.02,Ideal,5,I,VS2,5,4281,6372.76,1911.828,,,
36921,0.32,Very Good,3,G,VVS2,6,672,621.46,186.438,,,
36922,0.33,Ideal,5,G,VS1,4,854,113.79,34.137,,,
36923,0.31,Ideal,5,F,VS2,5,591,399.53,119.859,,,
36924,0.63,Fair,1,H,VS1,4,1760,2005.29,601.587,,,
36925,0.26,Very Good,3,I,SI1,3,445,-1245.32,-373.596,,,
36926,0.71,Ideal,5,E,SI1,3,2792,2856.73,857.019,,,
36927,0.52,Ideal,5,D,VS2,5,1919,2166.26,649.878,,,
36928,1,Good,2,F,SI1,3,4844,4822.2,1446.66,,,
36929,1,Good,2,G,SI1,3,4528,4822.2,1446.66,,,
36930,0.45,Ideal,5,I,VS1,4,825,1123.35,337.005,,,
36931,0.3,Premium,4,D,VS1,4,661,-296.7,-89.01,,,
36932,0.7,Ideal,5,E,VS2,5,3172,3680.6,1104.18,,,
36933,0.6,Ideal,5,D,SI1,3,1774,1931.3,579.39,,,
36934,0.31,Ideal,5,H,IF,8,816,1761.53,528.459,,,
36935,1.58,Ideal,5,E,VS1,4,17894,10630.04,3189.012,,,
36936,0.42,Ideal,5,G,VVS1,7,1235,2232.96,669.888,,,
36937,0.51,Ideal,5,G,VVS2,6,1750,2536.13,760.839,,,
36938,1.51,Very Good,3,G,VS1,4,12317,9724.93,2917.479,,,
36939,0.31,Very Good,3,H,VVS1,7,707,991.33,297.399,,,
36940,0.55,Very Good,3,D,SI2,2,1295,740.45,222.135,,,
36941,0.42,Premium,4,E,SI1,3,773,258.86,77.658,,,
36942,0.31,Ideal,5,E,VS2,5,680,399.53,119.859,,,
36943,0.46,Very Good,3,I,VVS1,7,1164,2253.28,675.984,,,
36944,0.53,Ideal,5,E,VS1,4,1917,1796.39,538.917,,,
36945,1.5,Very Good,3,E,SI1,3,10356,9186.8,2756.04,,,
36946,0.32,Premium,4,I,SI1,3,554,-582.44,-174.732,,,
36947,0.4,Very Good,3,H,SI1,3,666,-67.5,-20.25,,,
36948,0.36,Ideal,5,H,SI1,3,538,-87.82,-26.346,,,
36949,0.51,Premium,4,H,SI1,3,1163,1016.03,304.809,,,
36950,1.6,Ideal,5,J,VS1,4,10011,10798.3,3239.49,,,
36951,0.32,Ideal,5,I,VS2,5,576,483.66,145.098,,,
36952,0.72,Ideal,5,D,SI1,3,3568,2940.86,882.258,,,
